expense_id,expense_date,cardholder_id,cardholder_name,card_program,card_last4,category,merchant,amount,client_count_at_time
EXP_0001645,2025-10-27,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Pebble Beach,904.6,178
EXP_0001195,2025-07-21,CH_0002,Jeff,Visa Business,7735,Software & Subscriptions,Slack,501.13,151
EXP_0001456,2025-09-15,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Apple,516.07,165
EXP_0001379,2025-08-29,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Pebble Beach,350.48,163
EXP_0001122,2025-07-05,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Chevron,142.96,146
EXP_0000188,2024-07-22,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Best Buy,548.28,45
EXP_0000620,2025-02-12,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Ruths Chris,770.4,106
EXP_0002070,2026-01-19,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Topgolf,240.28,198
EXP_0001176,2025-07-16,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Uber,96.04,150
EXP_0001725,2025-11-12,CH_0002,Jeff,Visa Business,7735,Software & Subscriptions,Slack,392.6,182
EXP_0001949,2025-12-24,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Slack,577.43,191
EXP_0000615,2025-02-10,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Microsoft,354.15,106
EXP_0001781,2025-11-22,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Best Buy,213.29,186
EXP_0000995,2025-06-08,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Slack,165.15,144
EXP_0000935,2025-05-21,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Microsoft,771.77,139
EXP_0000372,2024-11-04,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Chevron,357.28,75
EXP_0001588,2025-10-15,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Delta,182.35,174
EXP_0001883,2025-12-11,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Staples,277.71,187
EXP_0000594,2025-02-03,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Pebble Beach,129.29,104
EXP_0000727,2025-03-21,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Chevron,126.93,116
EXP_0000827,2025-04-20,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Best Buy,164.35,128
EXP_0000688,2025-03-09,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Best Buy,168.49,111
EXP_0002034,2026-01-11,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Ruths Chris,640.6,195
EXP_0000137,2024-06-19,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,UPS,229.13,37
EXP_0000629,2025-02-16,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,FedEx,369.36,107
EXP_0000335,2024-10-15,CH_0002,Jeff,Visa Business,7735,Gas & Travel,United,214.28,68
EXP_0001879,2025-12-10,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Staples,70.09,186
EXP_0001859,2025-12-06,CH_0002,Jeff,Visa Business,7735,Gas & Travel,United,240.29,186
EXP_0001110,2025-07-02,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Lyft,302.72,146
EXP_0001428,2025-09-10,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Apple,330.06,165
EXP_0001079,2025-06-26,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Nobu,149.4315106744811,146
EXP_0000711,2025-03-17,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Ruths Chris,592.73,113
EXP_0001040,2025-06-19,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,AWS,296.91,146
EXP_0001554,2025-10-06,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Zoom,782.81,172
EXP_0001526,2025-09-30,CH_0002,Jeff,Visa Business,7735,Software & Subscriptions,Salesforce,545.74,171
EXP_0001714,2025-11-10,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Lyft,47.93,182
EXP_0000516,2025-01-08,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Uber,50.28,96
EXP_0000934,2025-05-21,CH_0002,Jeff,Visa Business,7735,Gas & Travel,United,275.46655442159584,139
EXP_0001113,2025-07-03,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Topgolf,948.79,146
EXP_0000466,2024-12-16,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Nobu,762.83,91
EXP_0001224,2025-07-28,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Uber,61.43,151
EXP_0001613,2025-10-20,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,UPS,582.05,176
EXP_0000241,2024-09-02,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Starbucks,783.9260482077265,54
EXP_0002120,2026-01-27,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Uber,327.42,199
EXP_0001105,2025-07-01,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Topgolf,687.35,146
EXP_0001354,2025-08-25,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Lyft,306.16,161
EXP_0000339,2024-10-18,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Apple,468.67,69
EXP_0001722,2025-11-12,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Microsoft,123.63,182
EXP_0001583,2025-10-15,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Staples,31.6,174
EXP_0001859,2025-12-06,CH_0002,Jeff,Visa Business,7735,Gas & Travel,United,243.86733094400353,186
EXP_0001513,2025-09-27,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,UPS,511.31,171
EXP_0001386,2025-09-01,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Salesforce,635.01,163
EXP_0001186,2025-07-19,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Delta,114.6286288784192,151
EXP_0000817,2025-04-17,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Staples,266.58,128
EXP_0001068,2025-06-24,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,FedEx,496.23,146
EXP_0000275,2024-09-19,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Shell,184.01,59
EXP_0002017,2026-01-07,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Slack,613.81,194
EXP_0000866,2025-05-01,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,DocuSign,717.81,131
EXP_0000102,2024-05-19,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,AWS,718.8,27
EXP_0001831,2025-12-01,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Staples,486.63,186
EXP_0000108,2024-05-22,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Pebble Beach,495.97,29
EXP_0001840,2025-12-03,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Starbucks,292.53,186
EXP_0001169,2025-07-15,CH_0001,Antoine,Visa Business,1842,Gas & Travel,United,58.06,150
EXP_0001850,2025-12-04,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,UPS,570.52,186
EXP_0001615,2025-10-21,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Lyft,216.85,177
EXP_0001451,2025-09-14,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Delta,308.7,165
EXP_0001622,2025-10-21,CH_0001,Antoine,Visa Business,1842,Gas & Travel,United,255.58,177
EXP_0002033,2026-01-11,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Chevron,28.54,195
EXP_0002114,2026-01-26,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Shell,394.05,199
EXP_0000815,2025-04-16,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Uber,367.81906864774743,127
EXP_0001780,2025-11-22,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,DocuSign,336.13,186
EXP_0000713,2025-03-17,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,AWS,720.86,113
EXP_0000073,2024-04-19,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Ruths Chris,352.19,19
EXP_0001895,2025-12-13,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Staples Center,758.11,187
EXP_0000208,2024-08-09,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Slack,407.85,51
EXP_0000482,2024-12-21,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Apple,178.32,91
EXP_0000132,2024-06-15,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Staples,187.29932555367316,36
EXP_0001685,2025-11-04,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Best Buy,461.36,180
EXP_0000876,2025-05-04,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,AWS,787.7031647482273,133
EXP_0001172,2025-07-16,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Apple,385.68,150
EXP_0000027,2024-02-28,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,UPS,111.76712723541091,4
EXP_0001748,2025-11-16,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Uber,300.17,182
EXP_0001971,2025-12-28,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Ruths Chris,439.09,192
EXP_0001702,2025-11-07,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Staples,345.79,181
EXP_0000406,2024-11-18,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Staples,340.99,82
EXP_0000758,2025-03-30,CH_0002,Jeff,Visa Business,7735,Gas & Travel,United,144.58,122
EXP_0001616,2025-10-21,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,DocuSign,428.51,177
EXP_0001927,2025-12-19,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,FedEx,438.06,188
EXP_0001941,2025-12-23,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Shell,219.03,191
EXP_0000098,2024-05-10,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Topgolf,242.88,24
EXP_0001334,2025-08-22,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Zoom,726.05,159
EXP_0001016,2025-06-12,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Chevron,131.00486974481697,144
EXP_0000744,2025-03-26,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Slack,546.2,117
EXP_0000807,2025-04-13,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,FedEx,569.16,127
EXP_0002162,2026-02-04,CH_0002,Jeff,Visa Business,7735,Software & Subscriptions,AWS,739.7,200
EXP_0001563,2025-10-09,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Lyft,395.32,173
EXP_0000512,2025-01-06,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,FedEx,236.60260805362375,96
EXP_0002162,2026-02-04,CH_0002,Jeff,Visa Business,7735,Software & Subscriptions,AWS,739.7,200
EXP_0001094,2025-06-28,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Topgolf,635.8272197751892,146
EXP_0000149,2024-06-24,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,DocuSign,236.51,38
EXP_0001862,2025-12-06,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Salesforce,722.24,186
EXP_0001704,2025-11-08,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Lyft,370.76,181
EXP_0001186,2025-07-19,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Delta,111.23,151
EXP_0000436,2024-12-04,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Chevron,215.2,85
EXP_0000693,2025-03-11,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Shell,279.27,112
EXP_0000819,2025-04-17,CH_0001,Antoine,Visa Business,1842,Gas & Travel,United,181.05,128
EXP_0001387,2025-09-01,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Staples Center,942.08,163
EXP_0001665,2025-10-30,CH_0002,Jeff,Visa Business,7735,Software & Subscriptions,Microsoft,126.23302261562792,178
EXP_0001710,2025-11-09,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Pebble Beach,106.82,182
EXP_0002032,2026-01-11,CH_0002,Jeff,Visa Business,7735,Gas & Travel,United,87.45,195
EXP_0000702,2025-03-14,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Microsoft,582.66,112
EXP_0001730,2025-11-13,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,UPS,183.07,182
EXP_0000922,2025-05-17,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Ruths Chris,1041.55,136
EXP_0001425,2025-09-09,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Best Buy,174.32,165
EXP_0000906,2025-05-14,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Shell,110.57,135
EXP_0000455,2024-12-12,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Salesforce,554.84,89
EXP_0001763,2025-11-18,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Salesforce,522.65,183
EXP_0002088,2026-01-22,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,UPS,295.5,198
EXP_0001457,2025-09-15,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Shell,99.82,165
EXP_0000168,2024-07-10,CH_0001,Antoine,Visa Business,1842,Gas & Travel,United,331.85,41
EXP_0000731,2025-03-23,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Topgolf,1079.91,116
EXP_0001875,2025-12-09,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Lyft,357.12,186
EXP_0001311,2025-08-16,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Delta,378.44,157
EXP_0000027,2024-02-28,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,UPS,108.02,4
EXP_0001595,2025-10-16,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Best Buy,540.9,174
EXP_0000241,2024-09-02,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Starbucks,779.3837937747302,54
EXP_0001827,2025-12-01,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Pebble Beach,903.33,186
EXP_0000998,2025-06-09,CH_0002,Jeff,Visa Business,7735,Software & Subscriptions,Slack,129.18,144
EXP_0001177,2025-07-16,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Best Buy,474.18,150
EXP_0001041,2025-06-19,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Pebble Beach,715.46,146
EXP_0001928,2025-12-19,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,DocuSign,728.23,188
EXP_0001491,2025-09-24,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Nobu,95.12,169
EXP_0000969,2025-05-31,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Apple,422.98,141
EXP_0001380,2025-08-29,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Staples,476.46,163
EXP_0000042,2024-03-13,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Best Buy,157.72,7
EXP_0001477,2025-09-20,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Starbucks,268.97,168
EXP_0001933,2025-12-20,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Delta,237.32,189
EXP_0002021,2026-01-08,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Microsoft,660.24,194
EXP_0001816,2025-11-29,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Delta,345.84,186
EXP_0001492,2025-09-24,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Uber,352.08,169
EXP_0000610,2025-02-08,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Shell,72.4,106
EXP_0001133,2025-07-06,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Ruths Chris,1059.39,146
EXP_0000029,2024-03-05,CH_0001,Antoine,Visa Business,1842,Gas & Travel,United,315.72,4
EXP_0000442,2024-12-07,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Lyft,129.82,87
EXP_0001814,2025-11-28,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,AWS,739.35,186
EXP_0001877,2025-12-10,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Staples Center,1041.04,186
EXP_0000494,2024-12-27,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Chevron,42.84,96
EXP_0001259,2025-08-05,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,UPS,503.86,153
EXP_0001302,2025-08-14,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Slack,190.73,157
EXP_0002137,2026-01-30,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Topgolf,339.22,200
EXP_0001383,2025-08-31,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,DocuSign,223.04,163
EXP_0001305,2025-08-15,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Microsoft,464.11,157
EXP_0000237,2024-08-31,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Pebble Beach,245.12,53
EXP_0000552,2025-01-22,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Topgolf,181.05,103
EXP_0000521,2025-01-10,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Staples,268.09,98
EXP_0001973,2025-12-29,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Starbucks,289.54,192
EXP_0001233,2025-07-30,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Apple,579.32,151
EXP_0001139,2025-07-08,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Best Buy,306.14,149
EXP_0000721,2025-03-19,CH_0002,Jeff,Visa Business,7735,Software & Subscriptions,DocuSign,534.16,113
EXP_0000736,2025-03-23,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,UPS,256.27,116
EXP_0000627,2025-02-15,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Starbucks,812.67,107
EXP_0000059,2024-04-02,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Ruths Chris,831.63,13
EXP_0000632,2025-02-17,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Uber,163.16,107
EXP_0001182,2025-07-18,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Staples,348.58,151
EXP_0001951,2025-12-24,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Ruths Chris,1046.79,191
EXP_0000593,2025-02-03,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Best Buy,290.76,104
EXP_0001304,2025-08-14,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,DocuSign,232.55,157
EXP_0001388,2025-09-02,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Ruths Chris,705.61,164
EXP_0000586,2025-01-30,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Lyft,67.17260488759524,104
EXP_0000940,2025-05-23,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Staples,387.52,139
EXP_0001795,2025-11-24,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Salesforce,481.8232095583532,186
EXP_0001250,2025-08-03,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Staples Center,520.82,153
EXP_0000905,2025-05-13,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Apple,356.79,135
EXP_0001280,2025-08-09,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,UPS,231.13,154
EXP_0000103,2024-05-20,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Pebble Beach,1010.3643272793948,29
EXP_0001766,2025-11-18,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Chevron,120.25,183
EXP_0001833,2025-12-02,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Delta,251.42,186
EXP_0001689,2025-11-04,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Delta,178.4,180
EXP_0001143,2025-07-09,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Best Buy,163.6,150
EXP_0002153,2026-02-02,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Pebble Beach,761.15,200
EXP_0000707,2025-03-15,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Lyft,212.85,112
EXP_0001976,2025-12-30,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,FedEx,509.75,192
EXP_0001023,2025-06-14,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Starbucks,976.56,144
EXP_0000746,2025-03-26,CH_0002,Jeff,Visa Business,7735,Gas & Travel,United,100.99,117
EXP_0002129,2026-01-29,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Delta,288.25,200
EXP_0001749,2025-11-16,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Delta,109.64,182
EXP_0000514,2025-01-07,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Chevron,384.81,96
EXP_0000082,2024-04-24,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Staples Center,1078.88,19
EXP_0001577,2025-10-13,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Starbucks,409.57,173
EXP_0001309,2025-08-15,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Lyft,201.45,157
EXP_0000915,2025-05-15,CH_0002,Jeff,Visa Business,7735,Software & Subscriptions,Slack,791.19,135
EXP_0001405,2025-09-05,CH_0002,Jeff,Visa Business,7735,Gas & Travel,United,348.99,164
EXP_0001947,2025-12-24,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Chevron,204.39,191
EXP_0001109,2025-07-02,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Staples Center,838.77,146
EXP_0000151,2024-06-26,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Best Buy,357.71,39
EXP_0000775,2025-04-05,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Lyft,38.14,124
EXP_0000330,2024-10-13,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Topgolf,696.53,66
EXP_0000007,2024-02-12,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Zoom,500.41,1
EXP_0000944,2025-05-25,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Lyft,143.51,139
EXP_0000512,2025-01-06,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,FedEx,233.24786404993026,96
EXP_0000735,2025-03-23,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Nobu,972.61,116
EXP_0000910,2025-05-14,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Nobu,406.22,135
EXP_0000469,2024-12-17,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Staples,201.69,91
EXP_0000182,2024-07-18,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Ruths Chris,600.95,44
EXP_0000165,2024-07-07,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Best Buy,174.67,41
EXP_0000452,2024-12-11,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,UPS,359.49,89
EXP_0000491,2024-12-27,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Staples Center,1097.54,96
EXP_0001657,2025-10-28,CH_0002,Jeff,Visa Business,7735,Software & Subscriptions,Microsoft,616.41,178
EXP_0001144,2025-07-09,CH_0002,Jeff,Visa Business,7735,Software & Subscriptions,Slack,416.27,150
EXP_0001312,2025-08-16,CH_0002,Jeff,Visa Business,7735,Software & Subscriptions,Salesforce,690.15,157
EXP_0002012,2026-01-06,CH_0001,Antoine,Visa Business,1842,Gas & Travel,United,122.55,194
EXP_0001112,2025-07-03,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Ruths Chris,562.47,146
EXP_0000542,2025-01-18,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Shell,296.35,102
EXP_0001442,2025-09-12,CH_0001,Antoine,Visa Business,1842,Gas & Travel,United,270.51,165
EXP_0001558,2025-10-07,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Uber,364.31,173
EXP_0001911,2025-12-15,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Ruths Chris,632.86,187
EXP_0002031,2026-01-11,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Microsoft,467.33,195
EXP_0001757,2025-11-18,CH_0002,Jeff,Visa Business,7735,Software & Subscriptions,Salesforce,395.14,183
EXP_0001798,2025-11-25,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Pebble Beach,531.66,186
EXP_0002118,2026-01-27,CH_0001,Antoine,Visa Business,1842,Gas & Travel,United,125.34,199
EXP_0000981,2025-06-04,CH_0002,Jeff,Visa Business,7735,Gas & Travel,United,361.4,142
EXP_0002080,2026-01-20,CH_0002,Jeff,Visa Business,7735,Gas & Travel,United,179.11,198
EXP_0000328,2024-10-13,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,UPS,192.87,66
EXP_0000443,2024-12-07,CH_0002,Jeff,Visa Business,7735,Software & Subscriptions,DocuSign,794.38,87
EXP_0001989,2026-01-01,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Pebble Beach,1102.12,192
EXP_0001656,2025-10-28,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Staples Center,780.05,178
EXP_0000833,2025-04-22,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,FedEx,78.51,128
EXP_0002146,2026-02-02,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Best Buy,479.27,200
EXP_0001926,2025-12-19,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Shell,64.75,188
EXP_0001415,2025-09-07,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Best Buy,365.15,164
EXP_0001202,2025-07-23,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,AWS,449.2,151
EXP_0001500,2025-09-24,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Uber,329.93,169
EXP_0002159,2026-02-04,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Nobu,548.44,200
EXP_0000087,2024-04-29,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Salesforce,302.78,22
EXP_0001404,2025-09-04,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Staples Center,973.86,164
EXP_0000309,2024-10-04,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Topgolf,563.98,64
EXP_0001482,2025-09-21,CH_0001,Antoine,Visa Business,1842,Gas & Travel,United,28.51,169
EXP_0000778,2025-04-06,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Staples Center,853.38,125
EXP_0001776,2025-11-20,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Delta,96.39,185
EXP_0000055,2024-03-29,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Lyft,372.11,12
EXP_0002134,2026-01-29,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Topgolf,125.67,200
EXP_0001288,2025-08-11,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Starbucks,254.58,156
EXP_0001998,2026-01-04,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Lyft,182.64,193
EXP_0001870,2025-12-08,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Zoom,742.85,186
EXP_0001246,2025-08-02,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Best Buy,489.0,153
EXP_0000114,2024-06-01,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Salesforce,132.45,32
EXP_0001385,2025-09-01,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Ruths Chris,620.2,163
